userid,vertexid,value
1426,1569,14.0
858,1570,20.0
801,1571,20.0
2120,1572,13.0
1156,1573,47.0
2005,1574,16.0
1632,1575,17.0
2153,1576,18.0
182,1577,22.0
1661,1578,15.0
1730,1579,17.0
366,1580,22.0
1109,1581,25.0
2117,1582,21.0
378,1583,23.0
1553,1584,38.0
1645,1585,26.0
2018,1586,15.0
1609,1587,22.0
661,1588,12.0
25,1589,17.0
1056,1590,28.0
2197,1591,44.0
1246,1592,19.0
2046,1593,18.0
998,1594,16.0
1273,1595,20.0
1885,1596,21.0
2216,1597,79.0
1929,1598,15.0
1694,1599,27.0
2225,1600,26.0
5,1601,24.0
228,1602,19.0
107,1603,10.0
861,1604,14.0
1254,1605,27.0
594,1606,7.0
1199,1607,20.0
1267,1608,12.0
719,1609,24.0
2017,1610,17.0
267,1611,14.0
1618,1612,22.0
255,1613,23.0
708,1614,24.0
1627,1615,13.0
717,1616,19.0
1395,1617,4.0
1805,1618,28.0
893,1619,30.0
1812,1620,24.0
1849,1621,18.0
1449,1622,16.0
1980,1623,28.0
1242,1624,13.0
3,1625,27.0
350,1626,23.0
2190,1627,48.0
1808,1628,25.0
1726,1629,27.0
550,1630,24.0
1100,1631,40.0
402,1632,8.0
130,1633,29.0
2239,1634,8.0
2146,1635,23.0
1490,1636,15.0
510,1637,15.0
1415,1638,16.0
1103,1639,7.0
1850,1640,13.0
1679,1641,34.0
1924,1642,27.0
798,1643,45.0
1214,1644,8.0
60,1645,20.0
680,1646,15.0
56,1647,12.0
1950,1648,31.0
1152,1649,40.0
1055,1650,13.0
1519,1651,12.0
1422,1652,18.0
715,1653,23.0
1398,1654,19.0
411,1655,7.0
920,1656,15.0
865,1657,10.0
989,1658,17.0
1916,1659,13.0
533,1660,39.0
1392,1661,20.0
667,1662,26.0
925,1663,30.0
1740,1664,13.0
473,1665,30.0
1023,1666,19.0
2033,1667,30.0
1491,1668,26.0
1982,1669,21.0
47,1670,7.0
1600,1671,34.0
347,1672,26.0
195,1673,24.0
1665,1674,5.0
913,1675,29.0
2084,1676,1.0
99,1677,20.0
140,1678,24.0
802,1679,50.0
24,1680,10.0
1478,1681,18.0
1459,1682,7.0
1085,1683,21.0
1903,1684,9.0
648,1685,15.0
590,1686,13.0
258,1687,11.0
1690,1688,41.0
2082,1689,11.0
495,1690,16.0
1269,1691,8.0
1663,1692,17.0
670,1693,26.0
332,1694,5.0
163,1695,11.0
2133,1696,30.0
1503,1697,11.0
1915,1698,7.0
2147,1699,30.0
1615,1700,19.0
843,1701,16.0
1870,1702,10.0
1201,1703,17.0
1484,1704,5.0
1154,1705,7.0
451,1706,23.0
1675,1707,10.0
1969,1708,19.0
1795,1709,11.0
1757,1710,36.0
1123,1711,12.0
101,1712,7.0
1988,1713,23.0
1074,1714,10.0
1639,1715,13.0
1225,1716,29.0
465,1717,21.0
750,1718,9.0
1182,1719,28.0
684,1720,14.0
1803,1721,19.0
2193,1722,20.0
835,1723,15.0
1130,1724,27.0
1616,1725,10.0
1470,1726,23.0
2072,1727,18.0
2202,1728,13.0
2123,1729,7.0
2099,1730,23.0
491,1731,21.0
1842,1732,19.0
1776,1733,31.0
45,1734,10.0
382,1735,19.0
252,1736,26.0
813,1737,16.0
841,1738,16.0
1823,1739,15.0
388,1740,14.0
583,1741,11.0
94,1742,13.0
685,1743,18.0
270,1744,31.0
2023,1745,12.0
387,1746,22.0
390,1747,19.0
1628,1748,28.0
1330,1749,12.0
728,1750,32.0
143,1751,41.0
761,1752,10.0
1996,1753,21.0
415,1754,25.0
120,1755,14.0
184,1756,17.0
1889,1757,24.0
1869,1758,26.0
1623,1759,19.0
1603,1760,11.0
326,1761,34.0
2282,1762,29.0
199,1763,29.0
2113,1764,13.0
1936,1765,30.0
1124,1766,8.0
663,1767,20.0
414,1768,35.0
1575,1769,47.0
810,1770,1.0
1281,1771,20.0
1890,1772,17.0
1202,1773,16.0
1703,1774,33.0
1926,1775,16.0
1631,1776,15.0
776,1777,27.0
1755,1778,9.0
1947,1779,3.0
532,1780,15.0
1247,1781,23.0
23,1782,13.0
1791,1783,43.0
97,1784,17.0
936,1785,16.0
215,1786,31.0
1261,1787,2.0
1802,1788,17.0
461,1789,13.0
160,1790,6.0
200,1791,16.0
1224,1792,17.0
299,1793,28.0
327,1794,23.0
2186,1795,7.0
486,1796,3.0
1813,1797,23.0
1159,1798,27.0
1219,1799,24.0
428,1800,17.0
319,1801,26.0
1323,1802,8.0
1051,1803,24.0
772,1804,4.0
1377,1805,14.0
505,1806,20.0
986,1807,22.0
1901,1808,9.0
976,1809,21.0
1506,1810,9.0
982,1811,9.0
1022,1812,2.0
603,1813,16.0
276,1814,25.0
523,1815,30.0
1314,1816,23.0
1807,1817,21.0
2176,1818,14.0
337,1819,28.0
1580,1820,48.0
799,1821,6.0
78,1822,19.0
1424,1823,47.0
884,1824,14.0
1512,1825,32.0
1366,1826,25.0
890,1827,13.0
2204,1828,15.0
1065,1829,18.0
2122,1830,14.0
528,1831,21.0
410,1832,33.0
780,1833,41.0
747,1834,28.0
233,1835,91.0
206,1836,13.0
572,1837,19.0
500,1838,33.0
1044,1839,11.0
1379,1840,51.0
450,1841,5.0
838,1842,11.0
1462,1843,27.0
431,1844,7.0
1583,1845,45.0
2132,1846,8.0
1854,1847,34.0
1394,1848,15.0
531,1849,12.0
2013,1850,6.0
2251,1851,2.0
1006,1852,29.0
386,1853,8.0
726,1854,12.0
1945,1855,19.0
1834,1856,11.0
830,1857,7.0
1630,1858,49.0
483,1859,10.0
1888,1860,12.0
1797,1861,48.0
722,1862,4.0
1455,1863,3.0
1025,1864,17.0
2268,1865,9.0
2016,1866,5.0
1406,1867,16.0
1061,1868,27.0
2211,1869,27.0
2241,1870,14.0
1378,1871,17.0
2279,1872,14.0
589,1873,71.0
2209,1874,18.0
1897,1875,35.0
1597,1876,19.0
360,1877,41.0
1691,1878,19.0
212,1879,8.0
204,1880,12.0
1347,1881,13.0
1063,1882,27.0
401,1883,14.0
787,1884,13.0
622,1885,30.0
1502,1886,10.0
1744,1887,6.0
1467,1888,73.0
121,1889,15.0
1113,1890,6.0
2242,1891,17.0
1331,1892,3.0
2227,1893,14.0
552,1894,12.0
1961,1895,35.0
1874,1896,4.0
1183,1897,14.0
1270,1898,13.0
445,1899,34.0
2071,1900,22.0
1016,1901,20.0
983,1902,2.0
314,1903,10.0
706,1904,4.0
1337,1905,12.0
1101,1906,21.0
1959,1907,18.0
1133,1908,17.0
345,1909,44.0
1442,1910,5.0
1539,1911,15.0
875,1912,18.0
676,1913,6.0
828,1914,51.0
1257,1915,18.0
1356,1916,11.0
1832,1917,13.0
1977,1918,29.0
280,1919,29.0
1136,1920,23.0
109,1921,20.0
1434,1922,19.0
256,1923,7.0
673,1924,11.0
2057,1925,41.0
1799,1926,10.0
236,1927,11.0
651,1928,26.0
598,1929,31.0
1766,1930,56.0
72,1931,14.0
496,1932,10.0
1485,1933,10.0
946,1934,10.0
2076,1935,15.0
2093,1936,25.0
606,1937,13.0
62,1938,14.0
659,1939,8.0
371,1940,38.0
110,1941,12.0
489,1942,23.0
1472,1943,4.0
1513,1944,3.0
302,1945,6.0
878,1946,18.0
1927,1947,12.0
660,1948,11.0
1105,1949,38.0
376,1950,20.0
2285,1951,5.0
1717,1952,1.0
240,1953,36.0
1687,1954,20.0
2048,1955,18.0
1068,1956,13.0
2052,1957,17.0
1145,1958,24.0
84,1959,8.0
2131,1960,11.0
938,1961,19.0
832,1962,20.0
2224,1963,20.0
967,1964,10.0
2263,1965,15.0
1153,1966,33.0
467,1967,18.0
1421,1968,34.0
1425,1969,9.0
2233,1970,5.0
169,1971,7.0
723,1972,8.0
2078,1973,22.0
313,1974,11.0
705,1975,4.0
1554,1976,10.0
243,1977,16.0
740,1978,1.0
1014,1979,22.0
2293,1980,8.0
1652,1981,17.0
1934,1982,16.0
1054,1983,5.0
1614,1984,39.0
1862,1985,13.0
526,1986,10.0
1900,1987,30.0
2265,1988,2.0
178,1989,20.0
1994,1990,12.0
2066,1991,33.0
462,1992,30.0
1417,1993,12.0
180,1994,3.0
421,1995,22.0
1019,1996,9.0
1164,1997,9.0
1793,1998,7.0
470,1999,23.0
1695,2000,9.0
343,2001,2.0
1984,2002,5.0
55,2003,19.0
815,2004,10.0
625,2005,2.0
555,2006,24.0
1192,2007,3.0
930,2008,4.0
1282,2009,31.0
702,2010,12.0
1218,2011,3.0
209,2012,4.0
318,2013,30.0
1487,2014,9.0
10,2015,2.0
1335,2016,8.0
2112,2017,27.0
1801,2018,27.0
2159,2019,49.0
638,2020,3.0
80,2021,11.0
1682,2022,42.0
1598,2023,24.0
1602,2024,7.0
338,2025,20.0
1082,2026,13.0
1274,2027,17.0
2181,2028,19.0
1536,2029,1.0
416,2030,17.0
749,2031,6.0
1234,2032,19.0
170,2033,9.0
1827,2034,26.0
2196,2035,27.0
1816,2036,18.0
1222,2037,19.0
1185,2038,7.0
769,2039,5.0
1168,2040,27.0
1848,2041,14.0
224,2042,20.0
2050,2043,3.0
1606,2044,18.0
2192,2045,1.0
400,2046,27.0
1752,2047,17.0
1035,2048,15.0
1003,2049,9.0
1656,2050,8.0
720,2051,27.0
43,2052,13.0
1655,2053,23.0
1338,2054,30.0
1102,2055,12.0
1011,2056,2.0
993,2057,22.0
153,2058,1.0
971,2059,26.0
1698,2060,6.0
480,2061,19.0
578,2062,21.0
1032,2063,27.0
671,2064,9.0
124,2065,3.0
872,2066,16.0
2188,2067,14.0
716,2068,26.0
1727,2069,2.0
1817,2070,5.0
1439,2071,2.0
1059,2072,8.0
980,2073,10.0
991,2074,12.0
1363,2075,2.0
1794,2076,9.0
1510,2077,29.0
647,2078,5.0
859,2079,39.0
694,2080,3.0
1287,2081,20.0
1198,2082,1.0
1489,2083,9.0
2102,2084,25.0
1930,2085,15.0
298,2086,6.0
2107,2087,4.0
994,2088,20.0
269,2089,3.0
537,2090,6.0
74,2091,13.0
290,2092,19.0
567,2093,14.0
911,2094,1.0
1591,2095,5.0
1483,2096,1.0
1589,2097,1.0
580,2098,56.0
1473,2099,1.0
1601,2100,1.0
1440,2101,1.0
1732,2102,4.0
205,2103,19.0
1972,2104,19.0
597,2105,23.0
1524,2106,3.0
304,2107,20.0
1138,2108,9.0
246,2109,28.0
571,2110,6.0
125,2111,6.0
1078,2112,1.0
1660,2113,1.0
317,2114,7.0
1841,2115,8.0
1401,2116,16.0
1230,2117,37.0
1520,2118,1.0
1657,2119,1.0
1263,2120,29.0
1266,2121,11.0
674,2122,1.0
979,2123,9.0
359,2124,22.0
474,2125,1.0
1229,2126,1.0
1148,2127,1.0
1403,2128,12.0
226,2129,8.0
1719,2130,5.0
1533,2131,6.0
539,2132,1.0
2088,2133,1.0
2058,2134,22.0
1252,2135,40.0
105,2136,17.0
840,2137,1.0
1981,2138,1.0
19,2139,6.0
1820,2140,5.0
826,2141,1.0
581,2142,1.0
488,2143,10.0
1432,2144,1.0
468,2145,2.0
2139,2146,41.0
863,2147,5.0
