userid,vertexid,value
1426,1569,16.0
858,1570,35.0
801,1571,6.0
2120,1572,5.0
1156,1573,2.0
2005,1574,14.0
1632,1575,2.0
2153,1576,13.0
182,1577,7.0
1661,1578,2.0
1730,1579,48.0
366,1580,2.0
1109,1581,1.0
2117,1582,6.0
378,1583,22.0
1553,1584,4.0
1645,1585,8.0
2018,1586,22.0
1609,1587,43.0
661,1588,1.0
25,1589,5.0
1056,1590,1.0
2197,1591,1.0
1246,1592,3.0
2046,1593,2.0
998,1594,26.0
1273,1595,11.0
1885,1596,6.0
2216,1597,7.0
1929,1598,4.0
1694,1599,45.0
2225,1600,1.0
5,1601,23.0
228,1602,0.0
107,1603,0.0
861,1604,21.0
1254,1605,0.0
594,1606,1.0
1199,1607,12.0
1267,1608,5.0
719,1609,10.0
2017,1610,1.0
267,1611,0.0
1618,1612,9.0
255,1613,10.0
708,1614,1.0
1627,1615,10.0
717,1616,0.0
1395,1617,9.0
1805,1618,73.0
893,1619,17.0
1812,1620,40.0
1849,1621,8.0
1449,1622,3.0
1980,1623,3.0
1242,1624,10.0
3,1625,1.0
350,1626,4.0
2190,1627,3.0
1808,1628,10.0
1726,1629,0.0
550,1630,23.0
1100,1631,6.0
402,1632,26.0
130,1633,3.0
2239,1634,38.0
2146,1635,0.0
1490,1636,1.0
510,1637,1.0
1415,1638,3.0
1103,1639,0.0
1850,1640,0.0
1679,1641,18.0
1924,1642,8.0
798,1643,57.0
1214,1644,0.0
60,1645,0.0
680,1646,6.0
56,1647,23.0
1950,1648,38.0
1152,1649,5.0
1055,1650,15.0
1519,1651,7.0
1422,1652,3.0
715,1653,5.0
1398,1654,49.0
411,1655,8.0
920,1656,5.0
865,1657,0.0
989,1658,1.0
1916,1659,0.0
533,1660,5.0
1392,1661,29.0
667,1662,30.0
925,1663,2.0
1740,1664,2.0
473,1665,48.0
1023,1666,0.0
2033,1667,6.0
1491,1668,4.0
1982,1669,72.0
47,1670,36.0
1600,1671,19.0
347,1672,40.0
195,1673,29.0
1665,1674,23.0
913,1675,21.0
2084,1676,0.0
99,1677,7.0
140,1678,0.0
802,1679,34.0
24,1680,36.0
1478,1681,3.0
1459,1682,1.0
1085,1683,26.0
1903,1684,5.0
648,1685,1.0
590,1686,0.0
258,1687,2.0
1690,1688,7.0
2082,1689,0.0
495,1690,6.0
1269,1691,14.0
1663,1692,51.0
670,1693,43.0
332,1694,0.0
163,1695,15.0
2133,1696,2.0
1503,1697,0.0
1915,1698,0.0
2147,1699,18.0
1615,1700,0.0
843,1701,2.0
1870,1702,0.0
1201,1703,6.0
1484,1704,0.0
1154,1705,2.0
451,1706,25.0
1675,1707,0.0
1969,1708,10.0
1795,1709,4.0
1757,1710,33.0
1123,1711,1.0
101,1712,0.0
1988,1713,5.0
1074,1714,2.0
1639,1715,0.0
1225,1716,27.0
465,1717,0.0
750,1718,50.0
1182,1719,6.0
684,1720,2.0
1803,1721,1.0
2193,1722,22.0
835,1723,1.0
1130,1724,14.0
1616,1725,41.0
1470,1726,6.0
2072,1727,0.0
2202,1728,5.0
2123,1729,1.0
2099,1730,20.0
491,1731,14.0
1842,1732,0.0
1776,1733,55.0
45,1734,11.0
382,1735,2.0
252,1736,16.0
813,1737,0.0
841,1738,0.0
1823,1739,39.0
388,1740,21.0
583,1741,2.0
94,1742,14.0
685,1743,0.0
270,1744,9.0
2023,1745,1.0
387,1746,10.0
390,1747,45.0
1628,1748,1.0
1330,1749,0.0
728,1750,12.0
143,1751,25.0
761,1752,4.0
1996,1753,1.0
415,1754,11.0
120,1755,0.0
184,1756,3.0
1889,1757,6.0
1869,1758,2.0
1623,1759,31.0
1603,1760,0.0
326,1761,33.0
2282,1762,6.0
199,1763,17.0
2113,1764,6.0
1936,1765,9.0
1124,1766,29.0
663,1767,2.0
414,1768,69.0
1575,1769,109.0
810,1770,0.0
1281,1771,51.0
1890,1772,8.0
1202,1773,1.0
1703,1774,17.0
1926,1775,0.0
1631,1776,6.0
776,1777,66.0
1755,1778,5.0
1947,1779,13.0
532,1780,54.0
1247,1781,37.0
23,1782,45.0
1791,1783,0.0
97,1784,0.0
936,1785,1.0
215,1786,1.0
1261,1787,6.0
1802,1788,1.0
461,1789,102.0
160,1790,0.0
200,1791,4.0
1224,1792,30.0
299,1793,11.0
327,1794,2.0
2186,1795,6.0
486,1796,0.0
1813,1797,5.0
1159,1798,2.0
1219,1799,1.0
428,1800,28.0
319,1801,19.0
1323,1802,1.0
1051,1803,37.0
772,1804,10.0
1377,1805,4.0
505,1806,2.0
986,1807,3.0
1901,1808,1.0
976,1809,6.0
1506,1810,0.0
982,1811,0.0
1022,1812,0.0
603,1813,21.0
276,1814,0.0
523,1815,1.0
1314,1816,3.0
1807,1817,0.0
2176,1818,4.0
337,1819,9.0
1580,1820,0.0
799,1821,4.0
78,1822,25.0
1424,1823,10.0
884,1824,1.0
1512,1825,2.0
1366,1826,33.0
890,1827,13.0
2204,1828,25.0
1065,1829,27.0
2122,1830,39.0
528,1831,3.0
410,1832,9.0
780,1833,10.0
747,1834,70.0
233,1835,46.0
206,1836,4.0
572,1837,9.0
500,1838,65.0
1044,1839,18.0
1379,1840,1.0
450,1841,1.0
838,1842,65.0
1462,1843,29.0
431,1844,1.0
1583,1845,50.0
2132,1846,0.0
1854,1847,92.0
1394,1848,37.0
531,1849,29.0
2013,1850,0.0
2251,1851,0.0
1006,1852,0.0
386,1853,21.0
726,1854,15.0
1945,1855,14.0
1834,1856,1.0
830,1857,11.0
1630,1858,15.0
483,1859,8.0
1888,1860,5.0
1797,1861,19.0
722,1862,6.0
1455,1863,1.0
1025,1864,9.0
2268,1865,1.0
2016,1866,0.0
1406,1867,0.0
1061,1868,4.0
2211,1869,4.0
2241,1870,1.0
1378,1871,49.0
2279,1872,0.0
589,1873,4.0
2209,1874,5.0
1897,1875,14.0
1597,1876,12.0
360,1877,42.0
1691,1878,4.0
212,1879,3.0
204,1880,31.0
1347,1881,5.0
1063,1882,10.0
401,1883,0.0
787,1884,4.0
622,1885,1.0
1502,1886,11.0
1744,1887,0.0
1467,1888,69.0
121,1889,0.0
1113,1890,0.0
2242,1891,18.0
1331,1892,3.0
2227,1893,9.0
552,1894,2.0
1961,1895,9.0
1874,1896,1.0
1183,1897,27.0
1270,1898,9.0
445,1899,17.0
2071,1900,68.0
1016,1901,1.0
983,1902,0.0
314,1903,0.0
706,1904,0.0
1337,1905,17.0
1101,1906,4.0
1959,1907,1.0
1133,1908,1.0
345,1909,0.0
1442,1910,9.0
1539,1911,18.0
875,1912,4.0
676,1913,0.0
828,1914,72.0
1257,1915,1.0
1356,1916,2.0
1832,1917,12.0
1977,1918,59.0
280,1919,15.0
1136,1920,12.0
109,1921,1.0
1434,1922,20.0
256,1923,0.0
673,1924,5.0
2057,1925,31.0
1799,1926,1.0
236,1927,6.0
651,1928,7.0
598,1929,0.0
1766,1930,1.0
72,1931,1.0
496,1932,0.0
1485,1933,2.0
946,1934,2.0
2076,1935,0.0
2093,1936,4.0
606,1937,22.0
62,1938,0.0
659,1939,0.0
371,1940,24.0
110,1941,4.0
489,1942,1.0
1472,1943,0.0
1513,1944,1.0
302,1945,23.0
878,1946,7.0
1927,1947,9.0
660,1948,3.0
1105,1949,24.0
376,1950,1.0
2285,1951,0.0
1717,1952,0.0
240,1953,32.0
1687,1954,0.0
2048,1955,0.0
1068,1956,12.0
2052,1957,1.0
1145,1958,1.0
84,1959,12.0
2131,1960,0.0
938,1961,30.0
832,1962,8.0
2224,1963,35.0
967,1964,2.0
2263,1965,1.0
1153,1966,4.0
467,1967,29.0
1421,1968,2.0
1425,1969,5.0
2233,1970,6.0
169,1971,6.0
723,1972,2.0
2078,1973,2.0
313,1974,2.0
705,1975,0.0
1554,1976,1.0
243,1977,10.0
740,1978,0.0
1014,1979,9.0
2293,1980,5.0
1652,1981,20.0
1934,1982,7.0
1054,1983,0.0
1614,1984,9.0
1862,1985,2.0
526,1986,3.0
1900,1987,12.0
2265,1988,1.0
178,1989,6.0
1994,1990,26.0
2066,1991,27.0
462,1992,19.0
1417,1993,0.0
180,1994,2.0
421,1995,0.0
1019,1996,11.0
1164,1997,3.0
1793,1998,1.0
470,1999,32.0
1695,2000,13.0
343,2001,1.0
1984,2002,0.0
55,2003,25.0
815,2004,7.0
625,2005,0.0
555,2006,43.0
1192,2007,1.0
930,2008,0.0
1282,2009,42.0
702,2010,1.0
1218,2011,0.0
209,2012,1.0
318,2013,20.0
1487,2014,13.0
10,2015,1.0
1335,2016,4.0
2112,2017,2.0
1801,2018,4.0
2159,2019,0.0
638,2020,2.0
80,2021,6.0
1682,2022,5.0
1598,2023,0.0
1602,2024,0.0
338,2025,41.0
1082,2026,7.0
1274,2027,7.0
2181,2028,1.0
1536,2029,4.0
416,2030,58.0
749,2031,13.0
1234,2032,37.0
170,2033,0.0
1827,2034,11.0
2196,2035,18.0
1816,2036,19.0
1222,2037,7.0
1185,2038,23.0
769,2039,1.0
1168,2040,3.0
1848,2041,36.0
224,2042,1.0
2050,2043,0.0
1606,2044,4.0
2192,2045,0.0
400,2046,6.0
1752,2047,16.0
1035,2048,1.0
1003,2049,1.0
1656,2050,3.0
720,2051,12.0
43,2052,29.0
1655,2053,12.0
1338,2054,19.0
1102,2055,7.0
1011,2056,0.0
993,2057,29.0
153,2058,0.0
971,2059,23.0
1698,2060,3.0
480,2061,29.0
578,2062,0.0
1032,2063,20.0
671,2064,0.0
124,2065,0.0
872,2066,1.0
2188,2067,0.0
716,2068,17.0
1727,2069,0.0
1817,2070,1.0
1439,2071,0.0
1059,2072,18.0
980,2073,6.0
991,2074,13.0
1363,2075,0.0
1794,2076,10.0
1510,2077,1.0
647,2078,8.0
859,2079,12.0
694,2080,0.0
1287,2081,9.0
1198,2082,0.0
1489,2083,1.0
2102,2084,5.0
1930,2085,0.0
298,2086,0.0
2107,2087,0.0
994,2088,0.0
269,2089,0.0
537,2090,0.0
74,2091,0.0
290,2092,12.0
567,2093,10.0
911,2094,0.0
1591,2095,1.0
1483,2096,0.0
1589,2097,0.0
580,2098,42.0
1473,2099,0.0
1601,2100,0.0
1440,2101,0.0
1732,2102,0.0
205,2103,44.0
1972,2104,4.0
597,2105,28.0
1524,2106,0.0
304,2107,29.0
1138,2108,3.0
246,2109,10.0
571,2110,9.0
125,2111,0.0
1078,2112,0.0
1660,2113,0.0
317,2114,4.0
1841,2115,14.0
1401,2116,0.0
1230,2117,23.0
1520,2118,0.0
1657,2119,0.0
1263,2120,22.0
1266,2121,1.0
674,2122,0.0
979,2123,0.0
359,2124,10.0
474,2125,0.0
1229,2126,0.0
1148,2127,0.0
1403,2128,1.0
226,2129,0.0
1719,2130,0.0
1533,2131,5.0
539,2132,0.0
2088,2133,0.0
2058,2134,52.0
1252,2135,45.0
105,2136,30.0
840,2137,1.0
1981,2138,0.0
19,2139,1.0
1820,2140,1.0
826,2141,0.0
581,2142,0.0
488,2143,6.0
1432,2144,1.0
468,2145,0.0
2139,2146,1.0
863,2147,0.0
